Código da notícia 2022,Data da notícia,Região,UF,MUNICÍPIO,ID,Ação Matriz,Ação derivada,Nome do movimento,Cadastrar novo movimento,Datas da ação,ODS,Cadastrar nova pauta,Pautas da ação,Data incompleta,Bioma
FLO260122A,"jan. 26, 2022",Sudeste , Espírito Santo , Vitória,3205309,Arrecadação de Recursos ou Execução de Serviços , Doação,Movimento dos Atingidos por Barragens (MAB),camponeses do Movimento dos Pequenos Agricultores - MPA;,Data inicial: 26/01/2022 Data final: 26/01/2022,"10; Redução das Desigualdades
15; Vida Terrestre",,"Defesa ambiental​
Preservação ambiental​
Mineração​
Barragens ​",,Mata Atlântica
FLO260122B,"jan. 26, 2022",Sudeste , Espírito Santo , Vitória,3205309,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Movimento dos Atingidos por Barragens (MAB),Movimento dos Pequenos Agricultores - MPA; Federação da Associações de Moradores de Cariacica (Famoc); Federação das Associações de Moradores de Viana (Famopov); Ocupação Chico Prego.,Data inicial: 26/01/2022 Data final: 26/01/2022,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Mineração​
Barragens ​",,Mata Atlântica
FLO140322C,"mar. 14, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 14/03/2022 Data final: 14/03/2022,"14; Vida na Água
16; Paz Justiça e Instituições Eficazes",Reparação de Danos; Fundo para Projetos Coletivos; PEAB,"Outros
Mineração​
Barragens ​",,NI
FLO180722D,"jul. 18, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Interseccionalidade institucional , Criação de Protocolo de Consulta,"Outros
NI",Geraizeiros; Comunidades Tradicionais,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Defesa ambiental​
Segurança Territorial​",NI/07/2022,NI
FLO270722B,"jul. 27, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Ocupação de espaço público ou privado , Ocupação de Espaço Público,NI,,undefined,15; Vida Terrestre,,"Defesa ambiental​
Preservação ambiental​
Mineração​",,NI
FLO020922B,"set. 2, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Ambientalistas de Belo Horizonte,Data inicial: 02/09/2022 Data final: 02/09/2022,"11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Mineração​
Mudanças Climáticas​",,Mata Atlântica
FLO060922E,"set. 6, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Povo xakriabá; Povo pataxós; Povo xukurus; Povo krenaks e outros povos N.I.; Estudantes.,Data inicial: 06/09/2022 Data final: 06/09/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Desmatamento​
Florestania​",,Mata Atlântica
FLO051222A,"dez. 5, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Interseccionalidade institucional , Participação em Audiência Publica,Outros,Povo Tupinikim; Povo Guarani; Povo Guarani-Tupi,Data inicial: 01/12/2022 Data final: 01/12/2022,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",reparação para atingidos,"Outros
Barragens ​",,Mata Atlântica
FLO220922C,"set. 22, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,"Ambientalistas da campanha ""Tira o Pé da Minha Serra""",Data inicial: 21/09/2022 Data final: 21/09/2022,15; Vida Terrestre,,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Desmatamento​",,Mata Atlântica
FLO290922E,"set. 29, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,,Data inicial: 28/09/2022 Data final: 28/09/2022,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Combate ao garimpo​
Defesa ambiental​
Mineração​
Barragens ​",,Mata Atlântica
FLO270822A,"ago. 27, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Evento ,Teatro,Outros,Grupo de Teatro Liberdade PKR Pa’i Kuara Rendy (Raio do Sol),Data inicial: 26/08/2022 Data final: 26/08/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
5; Igualdade de Gênero
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",,"Racismo étnico​
Questões de gênero​
Cultura​
Saberes tradicionais​",,NI
FLO310822C,"ago. 31, 2022",Sudeste , Minas Gerais , Belo Horizonte,3106200,Ocupação de espaço público ou privado ,Intervenção artística em espaço público ,Outros,Movimento Tira o Pé da Minha Serra,Data inicial: 30/08/2022 Data final: 30/08/2022,"11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Água limpa,"Defesa ambiental​
Preservação ambiental​
Mineração​
Mudanças Climáticas​
Desmatamento​
Florestania​",,Mata Atlântica
FLO140122B,"jan. 14, 2022",Sudeste , Minas Gerais , Caratinga,3113404,Encontro , Reunião de Negociação,"Movimento dos Atingidos por Barragens (MAB)
Outros",Associação de Moradores do Residencial Ilha do Rio Doce,Data inicial: 13/01/2022 Data final: 14/01/2022,"3; Saúde e Bem-Estar
11; Cidades e Comunidades Sustentáveis
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Mineração​
Barragens ​",,Mata Atlântica
FLO010322B,"mar. 1, 2022",Sudeste , Minas Gerais , Congonhas,3118007,Evento , Assembleia,Movimento dos Atingidos por Barragens (MAB),,,"12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Moradia Segura,"Mineração​
Barragens ​",NI/02/22,Mata Atlântica
FLO210122D,"jan. 21, 2022",Sudeste , Minas Gerais , Congonhas,3118007,Encontro , Reunião de Denúncia,Movimento dos Atingidos por Barragens (MAB),Moradores de Congonhas,Data inicial: 20/01/2022 Data final: 20/01/2022,"12; Consumo e Produção Responsáveis
15; Vida Terrestre",,"Defesa ambiental​
Preservação ambiental​
Mineração​
Barragens ​
Florestania​",,Mata Atlântica
FLO141122B,"nov. 14, 2022",Sudeste , Minas Gerais , Diamantina,3121605,Comunicativa, Entrevista Concedida,Outros,Liderança Quilombola Ronilda (Santos quilombo Mata dos Crioulos),Data inicial: 14/11/2022 Data final: 14/11/2022,"10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Expropriação de Territórios Tradicionais; Instalação do Parque Estadual; Retomada,"Preservação ambiental​
Cultura​",,Mata Atlântica
FLO240522E,"mai. 24, 2022",Sudeste , Minas Gerais , Ouro Preto,3146107,Evento , Festival,Outros,Povo Borum-Kren,Data inicial: 04/04/2022 Data final: 28/04/2022,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis",Autoafirmação,"Autonomia
Cultura​
Educação​
Saberes tradicionais​",,Cerrado
FLO090822E,"ago. 9, 2022",Sudeste , Minas Gerais , Pompéu,3152006,Encontro , Reunião de Articulação,Outros,Comunidade Quilombola Saco Barreiro; Povo Kaxixó,Data inicial: 04/08/2022 Data final: 04/08/2022,"3; Saúde e Bem-Estar
6; Água Potável e Saneamento
7; Energia Limpa e Acessível
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Preservação ambiental​
Saúde indígena​
Saúde quilombola​
Saneamento Básico​",,Cerrado
FLO170322A,"mar. 17, 2022",Sudeste , Minas Gerais , Resplendor,3154309,Comunicativa, Entrevista Concedida,Outros,Lirerança Krenak (Geovani Krenak),,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Falta de Consulta,"Direito ao território​
Direitos originários​",NI/03/22,Mata Atlântica
FLO230522H,"mai. 23, 2022",Sudeste , Minas Gerais , Rio Doce,3155009,Comunicativa, Entrevista Concedida,Outros,Povo Krenak/ Shirley Krenak,undefined,"11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Demarcação de terras​
Marco temporal​
Direito ao território​
Mineração​
Cultura​
Direitos originários​
Saberes tradicionais​",NI/05/2022,Mata Atlântica
FLO181022A,"out. 18, 2022",Sudeste , Minas Gerais , Santa Bárbara,3157203,Comunicativa, Entrevista Concedida,Outros,Movimento pela Soberania Popular na Mineração (MAM),,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Segurança Territorial​
Barragens ​",N.I.,Mata Atlântica
FLO250122A,"jan. 25, 2022",Sudeste , Minas Gerais , São Joaquim de Bicas,3162922,Ocupação de espaço público ou privado , Ocupação de Área Concedida E Gestão Privatizada,"Povo Pataxó
Outros",Povo Pataxó Hã-hã-hãe,Data inicial: 25/01/2022 Data final: 25/01/2022,15; Vida Terrestre,,"Direito ao território​
Barragens ​
Direitos originários​
Patrimônio territorial​",,"Cerrado
Mata Atlântica"
FLO250122B,"jan. 25, 2022",Sudeste , Minas Gerais , São Joaquim de Bicas,3162922,Comunicativa, Carta Pública de Denúncia Online,Povo Pataxó,Povo Pataxó Hã-hã-hãe,Data inicial: 25/01/2022 Data final: 25/01/2022,15; Vida Terrestre,,"Direito ao território​
Mineração​
Barragens ​
Direitos originários​
Patrimônio territorial​",,"Cerrado
Mata Atlântica"
FLO070522B,"mai. 6, 2022",Sudeste , Rio de Janeiro , Cabo Frio,3300704,Interseccionalidade institucional , Participação em Audiência Publica,Outros,,Data inicial: 06/05/2022 Data final: 06/05/2022,"12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",,"Defesa ambiental​
Preservação ambiental​",,Mata Atlântica
FLO050922L,"set. 5, 2022",Sudeste , Rio de Janeiro , Cabo Frio,3300704,Encontro , Reunião de Articulação,Outros,Quilombo de Maria Joaquina; Coordenação Nacional de Articulação das Comunidades Negras Rurais Quilombolas - Conaq.,Data inicial: 17/08/2022 Data final: 17/08/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Levantamento do Censo,Outros,,Mata Atlântica
FLO140522A,"mai. 13, 2023",Sudeste , Rio de Janeiro , Cachoeiras de Macacu,3300803,Interseccionalidade institucional , Participação em Audiência Publica,Movimento dos Atingidos por Barragens (MAB),,undefined,"11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
17; Parcerias e Meios de Implementação",,"Racismo institucional​
Defesa ambiental​
Preservação ambiental​
Segurança Territorial​
Mineração​",,"Cerrado
Mata Atlântica"
FLO240322A,"mar. 24, 2022",Sudeste , Rio de Janeiro , Campos dos Goytacazes,3301009,Comunicativa, Documento de Formação e Informação dos Movimentos,Outros,Quilombos de Custodópolis; Quilombo Lagoa Feia; Quilombo Sossego; Quilombo Conceição do Imbé e Aleluia; Quilombo Batatal e Cambucá,,4; Educação de Qualidade,,"Educação​
Saberes tradicionais​",NI/03/22,Mata Atlântica
FLO240322B,"mar. 24, 2022",Sudeste , Rio de Janeiro , Campos dos Goytacazes,3301009,Comunicativa, Entrevista Concedida,Outros,Lucimara Muniz,,4; Educação de Qualidade,,"Educação​
Saberes tradicionais​",NI/03/22,Mata Atlântica
FLO270722A,"jul. 27, 2022",Sudeste , Rio de Janeiro , Mangaratiba,3302601,Ocupação de espaço público ou privado , Retomada de Território/Patrimônio,Outros,Indígenas Tupinikim de Aracruz; Povo Tupinambá,undefined,16; Paz Justiça e Instituições Eficazes,,"Demarcação de terras​
Direito ao território​
Patrimônio territorial​",,Mata Atlântica
FLO140522B,"mai. 13, 2022",Sudeste , Rio de Janeiro , Mangaratiba,3302601,Ocupação de espaço público ou privado , Retomada de Território/Patrimônio,Outros,União Nacional Indígena,undefined,"14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Demarcação de terras​
Direitos originários​",,Mata Atlântica
FLO230922M,"set. 23, 2022",Sudeste , Rio de Janeiro , Maricá,3302700,Ocupação de espaço público ou privado , Acampamento,Outros,Ambientalistas (Não especificado),Data inicial: 24/09/2022 Data final: 24/09/2022,"11; Cidades e Comunidades Sustentáveis
13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Desmatamento​
Patrimônio territorial​
Florestania​",,Mata Atlântica
FLO051122B,"nov. 5, 2022",Sudeste , Rio de Janeiro , Rio de Janeiro,3304557,Comunicativa, Campanha,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 05/11/2022 Data final: 05/11/2022,"6; Água Potável e Saneamento
16; Paz Justiça e Instituições Eficazes",Saúde; Contaminação de Água; Falta de Moradia,"Mineração​
Barragens ​",,Mata Atlântica
FLO010922A,"set. 1, 2022",Sudeste , São Paulo , Bertioga,3506359,Festividades e Ritual , Cerimônia Festiva,Outros,,Data inicial: 01/09/2022 Data final: 04/09/2022,15; Vida Terrestre,,"Cultura​
Saberes tradicionais​",,Mata Atlântica
FLO280722A,"jul. 28, 2022",Sudeste , São Paulo , Campinas,3509502,Encontro , Reunião de Articulação,NI,,undefined,"4; Educação de Qualidade
10; Redução das Desigualdades",,"Políticas indigenistas​
Educação​",,NI
FLO260722C,"jul. 26, 2022",Sudeste , São Paulo , Campinas,3509502,Evento ,Conferência,NI,,Data inicial: 26/07/2022 Data final: 29/07/2022,"4; Educação de Qualidade
10; Redução das Desigualdades",,"Autonomia
Políticas indigenistas​
Cultura​
Educação​
Saberes tradicionais​",,NI
FLO280722B,"jul. 28, 2022",Sudeste , São Paulo , Campinas,3509502,Evento ,Conferência,Outros,União Plurinacional dos Estudantes Indígenas,undefined,"4; Educação de Qualidade
10; Redução das Desigualdades",,"Cultura​
Educação​",,NI
FLO230322A,"mar. 23, 2022",Sudeste , São Paulo , Eldorado,3514809,Evento , Assembleia,Outros,Comissão Guarani Yvyrupa (CGY),Data inicial: 13/03/2022 Data final: 19/03/2022,"5; Igualdade de Gênero
15; Vida Terrestre",,"Questões de gênero​
Demarcação de terras​
Políticas indigenistas​",,Mata Atlântica
FLO230322B,"mar. 23, 2022",Sudeste , São Paulo , Eldorado,3514809,Comunicativa, Carta Pública de Denúncia,Outros,Comissão Guarani Yvyrupa (CGY),Data inicial: 18/03/2022 Data final: 18/03/2022,"5; Igualdade de Gênero
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Questões de gênero​
Demarcação de terras​
Políticas indigenistas​",,Mata Atlântica
FLO250522C,"mai. 25, 2022",Sudeste , São Paulo , Estiva Gerbi,3557303,Evento , Festival,"Povo Pataxó
Outros",Povo Pataxó (Tamikuã Pataxó),Data inicial: 20/05/2022 Data final: 22/05/2022,4; Educação de Qualidade,Arte; Filosofia; Segurança alimentar; Ciência; Venda de artesanato;,"Saúde indígena​
Cultura​
Educação​
Saberes tradicionais​",,"Cerrado
Mata Atlântica"
FLO060922G,"set. 6, 2022",Sudeste , São Paulo , Guarulhos,3518800,Evento , Roda de Conversa,Outros,Povo Tupi; Povo Kaimbé; Povo Pankararu; Povo Kariri-Xocó; Povo Pankararé; Povo Kiriri; Povo Xucuru Kariri; Povo Guajajara.,,"4; Educação de Qualidade
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,"Defesa ambiental​
Cultura​
Direitos originários​
Saberes tradicionais​",NI/09/2022,Mata Atlântica
FLO171122A,"nov. 17, 2022",Sudeste , São Paulo , São Carlos,3548906,Comunicativa, Entrevista Concedida,Outros,Moradores do Parque Espraiado (Gustavo Nunes de Oliveira),Data inicial: 17/11/2022 Data final: 17/11/2022,"6; Água Potável e Saneamento
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Descarte Irregular de Lixo; Saúde,"Outros
Preservação ambiental​",,Mata Atlântica
FLO220322D,"mar. 22, 2022",Sudeste , São Paulo , São José do Rio Preto,3549805,Paraestatal,Plantio,Outros,Associação Amigos dos Mananciais (Aama),Data inicial: 19/03/2022 Data final: 22/03/2022,"13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",,Preservação ambiental​,,Mata Atlântica
FLO250322F,"mar. 25, 2022",Sudeste , São Paulo , São Paulo,3550308,Comunicativa,Discurso proferido,Outros,Liderança Sonia Guajajara,Data inicial: 25/03/2022 Data final: 25/03/2022,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Preservação ambiental​
Direitos originários​",,Mata Atlântica
FLO160322A,"mar. 16, 2022",Sudeste , São Paulo , São Paulo,3550308,Ocupação de espaço público ou privado , Ocupação de Área Concedida E Gestão Privatizada,Outros,Grupo de Gestão da Operação Urbana Água Branca,Data inicial: 16/03/2022 Data final: 16/03/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,Preservação ambiental​,,Mata Atlântica
FLO040922B,"set. 4, 2022",Sudeste , São Paulo , São Paulo,3550308,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Articulação dos Povos Indígenas do Brasil (APIB),Povos indígenas não especificados,Data inicial: 04/09/2022 Data final: 04/09/2022,"12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Direito ao território​
Mineração​
Desmatamento​
Direitos originários​
Patrimônio territorial​
Florestania​",,Mata Atlântica
FLO040722C,"jul. 4, 2022",Sudeste , São Paulo , São Paulo,3550308,Interseccionalidade institucional ,Coordenação de espaço ,NI,,undefined,"4; Educação de Qualidade
10; Redução das Desigualdades",,"Autonomia
Cultura​
Saberes tradicionais​",NI/07/2022,NI
FLO160722B,"jul. 16, 2022",Sudeste , São Paulo , São Paulo,3550308,Festividades e Ritual , Vigília de Cunho Religioso,NI,,undefined,16; Paz Justiça e Instituições Eficazes,,Segurança Territorial​,,Mata Atlântica
FLO250122F,"jan. 25, 2022",Sudeste , São Paulo , São Paulo,3550308,Ocupação de espaço público ou privado , Ocupação de Espaço Privada,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 25/01/2022 Data final: 25/01/2022,"3; Saúde e Bem-Estar
11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Mineração​
Barragens ​",,Mata Atlântica
FLO170922B,"set. 17, 2022",Sudeste , São Paulo , São Paulo,3550308,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Movimento dos Atingidos por Barragens (MAB),União Nacional de Moradia - UNM,Data inicial: 17/09/2022 Data final: 17/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Eleições 2022,Outros,,Mata Atlântica
FLO080922K,"set. 8, 2022",Sudeste , São Paulo , São Paulo,3550308,Encontro , Reunião de Construção de Agenda,Outros,Povo Guarani,Data inicial: 06/09/2022 Data final: 06/09/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Direitos originários​
Patrimônio territorial​
Saberes tradicionais​",,Mata Atlântica
FLO310822B,"ago. 31, 2022",Sudeste , São Paulo , São Paulo,3550308,Encontro , Reunião de Denúncia,Outros,Associação dos Fundos e Fecho de Pasto do Oeste da Bahia; Representante da comunidade tradicional de fecho de pasto Tarto - Correntina/BA; Campanha Nacional em Defesa do Cerrado; Associação de Advogados/as de Trabalhadores Rurais no Estado da Bahia - AATR/BA.,Data inicial: 29/08/2022 Data final: 29/08/2022,"11; Cidades e Comunidades Sustentáveis
12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Agronegócio,"Direito ao território​
Patrimônio territorial​",,Mata Atlântica
FLO310822E,"ago. 31, 2022",Sudeste , São Paulo , São Paulo,3550308,Evento , Conferência,Articulação dos Povos Indígenas do Brasil (APIB),Representante do Povo Sateré Mawé,Data inicial: 31/08/2022 Data final: 31/08/2022,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Saúde indígena​
Segurança Territorial​
Desmatamento​
Direitos originários​
Patrimônio territorial​
Florestania​
Saberes tradicionais​",,Mata Atlântica
FLO260522C,"mai. 26, 2022",Sudeste , São Paulo , São Paulo,3550308,Interseccionalidade institucional , Organização de Audiência Pública,Articulação dos Povos Indígenas do Brasil (APIB),Coalizão Negra por Direitos e a Internacional de Serviços Públicos (PSI),Data inicial: 24/05/2022 Data final: 24/05/2022,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",Julgamento; Saúde negra,"Outros
Racismo institucional​
Racismo étnico​
Saúde indígena​",,NI
FLO150122A,"jan. 15, 2022",Sudeste , São Paulo , São Roque,3550605,Arrecadação de Recursos ou Execução de Serviços , Campanha de Solidariedade Socioeconômica,Outros,Quilombo do Carmo em São Roque-SP,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Direitos originários​",,Mata Atlântica
FLO191222A,"dez. 19, 2022",Sudeste , São Paulo , Tupã,3555000,Evento ,Exposição,Outros,Povos Terena,undefined,"4; Educação de Qualidade
10; Redução das Desigualdades",,"Cultura​
Saberes tradicionais​",,NI
FLO240322F,"mar. 24, 2022",Sudeste , São Paulo , Ubatuba,3555406,Evento , Conferência,Outros,Comunidades Tradicionais de Ubatuba,Data inicial: 23/03/2022 Data final: 23/03/2022,"4; Educação de Qualidade
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Retomada,"Cultura​
Educação​
Saberes tradicionais​",,Mata Atlântica
FLO120822A,"ago. 12, 2022",Sudeste , São Paulo , Ubatuba,3555406,Deslocamento Coletivo , Caminhada,Outros,Povo Mbya; Povo Guarani; Povo Tupi Guarani,Data inicial: 09/08/2022 Data final: 09/08/2022,"14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Demarcação de terras​",,Mata Atlântica
FLO101122A,"nov. 10, 2022",Sudeste , São Paulo , Ubatuba,3555406,Encontro , Reunião de Articulação,Outros,Conselho Estadual dos Povos Indígenas (Cepisp),Data inicial: 09/11/2022 Data final: 09/11/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
6; Água Potável e Saneamento
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Invasão; Saneamento Básico; Transporte,"Preservação ambiental​
Saúde indígena​
Mineração​
Desmatamento​
Educação​
Direitos originários​",,Mata Atlântica
FLO300522A,"mai. 30, 2022",Sul , Paraná , Campina Grande do Sul,4104006,Arrecadação de Recursos ou Execução de Serviços , Mutirão,Outros,Federação Estadual de Proteção Ambiental (Fepam); Clube Paranaense de Montanhismo (CPM),Data inicial: 29/05/2022 Data final: 09/06/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,Preservação ambiental​,,Mata Atlântica
FLO280322E,"mar. 28, 2022",Sul , Paraná , Campo Largo,4104204,Ocupação de espaço público ou privado , Acampamento,Outros,Indígenas Kaingang,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Casa de Passagem; Despejo Zero,Outros,NI/03/22,Pampa
FLO240122C,"jan. 24, 2022",Sul , Paraná , Campo Mourão,4104303,Evento , Celebração,Outros,"Cacique do Povo Kaingang,",,"10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,Direitos originários​,N.I/01/2022,Mata Atlântica
FLO270122A,"jan. 27, 2022",Sul , Paraná , Curitiba,4106902,,,Outros,Povo Kaingangs; Rede Mandala - Rede Paranaense de Economia Solidária Campo-Cidade; MST - Movimento dos Trabalhadores Rurais Sem Terra; Cefuria - Centro de Formação Urbano Rural Irmã Araújo;  ABAI - Associação Brasileira de Amparo à Infância,,15; Vida Terrestre,Mobilidade indígena,Outros,NI/01/2022,Mata Atlântica
FLO270122C,"jan. 27, 2022",Sul , Paraná , Curitiba,4106902,Comunicativa, Entrevista Concedida,Outros,Indígena Guarani,undefined,"4; Educação de Qualidade
15; Vida Terrestre",,"Cultura​
Educação​",,Mata Atlântica
FLO240922A,"set. 24, 2022",Sul , Paraná , Curitiba,4106902,Comunicativa,Carta de compromisso,Outros,Aliança pela Conservação do Patrimônio Natural do Paraná,Data inicial: 23/09/2022 Data final: 23/09/2022,"12; Consumo e Produção Responsáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Outros
Defesa ambiental​
Preservação ambiental​
Desmatamento​",,Mata Atlântica
FLO130122B,"jan. 13, 2022",Sul , Paraná , Guaíra,4108809,Arrecadação de Recursos ou Execução de Serviços , Campanha de Solidariedade Socioeconômica,Outros,Povo indígena Tekohá Guarani,,"10; Redução das Desigualdades
15; Vida Terrestre",,"Outros
Saúde indígena​",NI/01/2022,Mata Atlântica
FLO130822A,"ago. 13, 2022",Sul , Paraná , Guaíra,4108809,Evento , Assembleia,"Articulação dos Povos Indígenas do Brasil (APIB)
Outros",Povo Avá-Guarani; Comissão Guarani Yvyrupa (CGY); Articulação dos Povos Indígenas da Região Sul (Arpinsul); Conselho Indigenista Missionário (CIMI),Data inicial: 07/08/2022 Data final: 12/08/2022,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Agrotóxicos ​
Cultura​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO200522A,"mai. 20, 2022",Sul , Paraná , Londrina,4113700,Deslocamento Coletivo , Marcha,Outros,"Povo Kaingang, Povo Guarani",undefined,"10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",,"Racismo institucional​
Racismo étnico​",,"Cerrado
Mata Atlântica"
FLO210322B,"mar. 21, 2022",Sul , Paraná , Paranaguá,4118204,Comunicativa, Campanha,Outros,Associação Mandicuera,,4; Educação de Qualidade,,"Educação​
Saberes tradicionais​",NI/04/22,Pampa
FLO290922D,"set. 29, 2022",Sul , Paraná , Pontal do Paraná,4119954,Encontro , Reunião de Negociação,Outros,Povo Guarani Mbya,Data inicial: 19/09/2022 Data final: 20/09/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Saúde indígena​
Educação​
Saneamento Básico​",,Mata Atlântica
FLO030622A,"jun. 3, 2022",Sul , Paraná , Realeza,4121406,Encontro , Reunião de Denúncia,Movimento dos Atingidos por Barragens (MAB),,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Segurança Territorial​
Barragens ​",,Mata Atlântica
FLO030622B,"jun. 3, 2022",Sul , Paraná , Realeza,4121406,Comunicativa, Entrevista Concedida,Movimento dos Atingidos por Barragens (MAB),,undefined,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Barragens ​
Patrimônio territorial​",,Mata Atlântica
